Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,bool_Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,bool_Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type_Private,School_Type_Public,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,numeric_Parental_Education_Level,Distance_from_Home,numeric_Distance_from_Home,Gender,Exam_Score,numeric_Parental_Involvement,numeric_Access_to_Resources,numeric_Motivation_Level,numeric_Family_Income,numeric_Teacher_Quality,numeric_Peer_Influence,numeric_Learning_Disabilities
13,88,High,Medium,Yes,True,9,59,Medium,Yes,True,0,Low,Medium,True,False,Negative,3,Yes,High School,0,Far,2,Female,63,2,1,1,0,1,-1,True
21,92,Medium,Medium,No,False,7,56,Medium,Yes,True,0,Low,Medium,True,False,Neutral,4,No,High School,0,Moderate,1,Female,67,1,1,1,0,1,0,False
20,68,High,Medium,Yes,True,7,85,Medium,Yes,True,1,Medium,Medium,False,True,Neutral,3,No,College,1,Far,2,Male,65,2,1,1,1,1,0,False
19,70,Medium,Medium,Yes,True,6,67,Medium,Yes,True,5,Medium,Low,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Female,67,1,1,1,1,0,1,False
19,81,High,Medium,No,False,7,100,Medium,Yes,True,1,Low,Medium,True,False,Negative,5,No,Postgraduate,2,Moderate,1,Female,68,2,1,1,0,1,-1,False
9,73,Medium,Low,Yes,True,7,95,Medium,No,False,3,Low,Medium,True,False,Negative,3,No,Postgraduate,2,Near,0,Male,62,1,0,1,0,1,-1,False
17,94,High,Medium,Yes,True,7,78,Medium,Yes,True,1,Low,High,False,True,Neutral,3,No,College,1,Near,0,Female,70,2,1,1,0,2,0,False
21,79,Low,High,Yes,True,7,82,Medium,Yes,True,1,High,Medium,False,True,Negative,3,No,High School,0,Near,0,Female,67,0,2,1,2,1,-1,False
21,92,High,High,Yes,True,9,58,Medium,Yes,True,2,High,Medium,False,True,Neutral,5,No,High School,0,Moderate,1,Female,89,2,2,1,2,1,0,False
14,83,High,Medium,Yes,True,7,95,Low,Yes,True,1,Low,Medium,True,False,Neutral,2,Yes,High School,0,Near,0,Female,65,2,1,0,0,1,0,True
28,91,Low,Medium,Yes,True,5,73,Medium,No,False,2,Medium,Medium,False,True,Neutral,2,No,High School,0,Near,0,Female,69,0,1,1,1,1,0,False
15,73,Medium,Medium,No,False,7,76,High,Yes,True,2,Low,Medium,False,True,Positive,4,No,High School,0,Far,2,Female,64,1,1,2,0,1,1,False
26,93,High,Low,No,False,6,94,Medium,Yes,True,6,High,Medium,True,False,Negative,4,No,High School,0,Near,0,Female,74,2,0,1,2,1,-1,False
23,71,Medium,High,No,False,8,50,Medium,Yes,True,0,High,Medium,False,True,Positive,2,No,High School,0,Far,2,Female,64,1,2,1,2,1,1,False
16,82,Low,High,No,False,7,75,Medium,Yes,True,0,Low,Medium,False,True,Negative,2,No,Postgraduate,2,Moderate,1,Female,64,0,2,1,0,1,-1,False
31,69,Medium,Low,Yes,True,9,81,Medium,Yes,True,2,Medium,Medium,True,False,Negative,2,No,College,1,Near,0,Male,67,1,0,1,1,1,-1,False
13,79,Low,Low,Yes,True,6,58,High,Yes,True,2,Medium,Medium,False,True,Positive,4,No,College,1,Moderate,1,Male,63,0,0,2,1,1,1,False
26,73,High,Medium,Yes,True,7,53,Low,Yes,True,3,Medium,High,True,False,Neutral,5,No,High School,0,Moderate,1,Female,68,2,1,0,1,2,0,False
26,71,Low,Medium,Yes,True,5,77,Low,Yes,True,0,Medium,Medium,False,True,Neutral,5,No,Postgraduate,2,Near,0,Male,66,0,1,0,1,1,0,False
16,99,Low,High,Yes,True,7,77,High,Yes,True,0,Low,Medium,False,True,Neutral,3,Yes,High School,0,Moderate,1,Female,68,0,2,2,0,1,0,True
28,66,Medium,High,No,False,5,67,Medium,Yes,True,1,High,Medium,True,False,Positive,1,No,Postgraduate,2,Moderate,1,Female,68,1,2,1,2,1,1,False
18,91,Medium,Medium,No,False,7,94,Medium,Yes,True,3,Low,Medium,True,False,Neutral,2,No,High School,0,Near,0,Female,69,1,1,1,0,1,0,False
22,99,High,Low,No,False,7,65,Medium,Yes,True,3,Low,Low,False,True,Neutral,3,No,Postgraduate,2,Near,0,Female,71,2,0,1,0,0,0,False
22,61,Low,High,Yes,True,7,76,Medium,Yes,True,1,High,Medium,False,True,Positive,3,No,College,1,Near,0,Female,65,0,2,1,2,1,1,False
19,88,Low,Medium,Yes,True,8,59,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,4,No,High School,0,Near,0,Male,67,0,1,1,1,1,0,False
25,70,Medium,Medium,No,False,7,51,Medium,Yes,True,1,High,Medium,False,True,Negative,4,No,College,1,Near,0,Female,65,1,1,1,2,1,-1,False
25,62,High,Medium,No,False,5,71,Medium,Yes,True,0,Low,High,True,False,Positive,4,No,High School,0,Moderate,1,Male,65,2,1,1,0,2,1,False
10,76,Medium,Low,No,False,6,76,Medium,Yes,True,1,High,High,False,True,Negative,2,No,Postgraduate,2,Near,0,Male,80,1,0,1,2,2,-1,False
28,97,Medium,Medium,Yes,True,7,88,High,Yes,True,2,Medium,Medium,False,True,Neutral,2,No,High School,0,Moderate,1,Male,74,1,1,2,1,1,0,False
10,60,Medium,Medium,No,False,7,72,Low,No,False,3,Medium,Low,False,True,Positive,3,No,High School,0,Near,0,Male,59,1,1,0,1,0,1,False
26,84,Medium,Medium,No,False,7,64,Low,Yes,True,2,High,High,False,True,Neutral,3,No,High School,0,Near,0,Male,69,1,1,0,2,2,0,False
27,80,Medium,Low,Yes,True,9,80,Medium,Yes,True,0,High,Medium,False,True,Neutral,2,Yes,High School,0,Moderate,1,Male,66,1,0,1,2,1,0,True
13,95,Medium,Medium,Yes,True,7,69,Medium,Yes,True,1,Low,Low,False,True,Positive,2,Yes,Postgraduate,2,Moderate,1,Female,66,1,1,1,0,0,1,True
18,63,High,High,No,False,8,62,Medium,Yes,True,2,High,Medium,False,True,Positive,4,No,High School,0,Near,0,Female,65,2,2,1,2,1,1,False
13,87,High,Medium,Yes,True,4,96,Low,Yes,True,3,Low,Low,False,True,Neutral,3,Yes,College,1,Near,0,Male,67,2,1,0,0,0,0,True
19,87,High,High,No,False,8,77,Low,Yes,True,3,Low,Medium,True,False,Neutral,4,No,High School,0,Moderate,1,Male,69,2,2,0,0,1,0,False
18,87,Medium,Low,Yes,True,10,60,High,Yes,True,2,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,68,1,0,2,1,1,1,False
25,98,Medium,Medium,Yes,True,9,84,Medium,Yes,True,1,Medium,High,True,False,Neutral,2,No,Postgraduate,2,Near,0,Female,73,1,1,1,1,2,0,False
28,93,Low,High,Yes,True,6,90,Medium,Yes,True,1,Low,Medium,False,True,Positive,2,Yes,High School,0,Near,0,Female,71,0,2,1,0,1,1,True
28,62,High,Medium,Yes,True,10,88,Medium,Yes,True,0,Low,High,False,True,Positive,2,Yes,Postgraduate,2,Moderate,1,Male,67,2,1,1,0,2,1,True
17,79,Medium,Medium,Yes,True,7,80,Low,Yes,True,1,High,High,False,True,Positive,3,No,College,1,Near,0,Female,67,1,1,0,2,2,1,False
19,76,High,Low,No,False,7,76,Medium,Yes,True,0,High,High,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,66,2,0,1,2,2,0,False
10,72,Medium,Low,No,False,7,89,Medium,Yes,True,3,Medium,Medium,False,True,Negative,4,No,College,1,Near,0,Female,63,1,0,1,1,1,-1,False
15,78,High,High,No,False,7,85,Medium,No,False,1,High,Medium,False,True,Negative,1,No,High School,0,Far,2,Male,65,2,2,1,2,1,-1,False
26,75,Medium,Low,Yes,True,4,79,Medium,Yes,True,2,High,Medium,False,True,Negative,1,No,College,1,Near,0,Male,67,1,0,1,2,1,-1,False
30,77,Medium,Low,Yes,True,8,83,Medium,Yes,True,1,Low,Low,False,True,Positive,3,No,College,1,Near,0,Male,69,1,0,1,0,0,1,False
13,99,Medium,Medium,Yes,True,7,58,Medium,Yes,True,1,Low,Medium,False,True,Neutral,2,No,High School,0,Near,0,Male,67,1,1,1,0,1,0,False
16,64,High,Medium,Yes,True,7,51,High,Yes,True,4,High,High,False,True,Neutral,3,No,College,1,Near,0,Male,66,2,1,2,2,2,0,False
20,97,High,High,Yes,True,7,97,Low,Yes,True,2,Medium,High,True,False,Neutral,4,No,High School,0,Moderate,1,Female,74,2,2,0,1,2,0,False
15,85,Low,Medium,Yes,True,7,89,High,Yes,True,0,Medium,Medium,False,True,Negative,4,No,College,1,Moderate,1,Female,66,0,1,2,1,1,-1,False
23,93,High,Low,Yes,True,9,69,Low,Yes,True,0,Medium,Medium,True,False,Positive,3,Yes,Postgraduate,2,Moderate,1,Male,69,2,0,0,1,1,1,True
17,74,Medium,Medium,Yes,True,8,58,Low,Yes,True,1,High,Medium,False,True,Neutral,2,No,College,1,Far,2,Male,63,1,1,0,2,1,0,False
20,77,Medium,Low,Yes,True,7,68,Medium,No,False,0,Medium,High,True,False,Positive,3,No,College,1,Near,0,Female,65,1,0,1,1,2,1,False
23,76,Low,Medium,No,False,7,86,Low,No,False,1,Low,Medium,True,False,Positive,4,No,College,1,Far,2,Male,64,0,1,0,0,1,1,False
20,75,Low,Medium,No,False,7,67,High,Yes,True,0,Medium,Medium,True,False,Neutral,4,No,High School,0,Near,0,Male,64,0,1,2,1,1,0,False
17,97,Low,High,Yes,True,6,90,Low,Yes,True,2,Medium,Low,False,True,Negative,2,No,High School,0,Moderate,1,Male,69,0,2,0,1,0,-1,False
19,93,High,High,No,False,7,84,Medium,Yes,True,5,Low,High,False,True,Negative,3,No,High School,0,Near,0,Female,73,2,2,1,0,2,-1,False
19,64,Medium,Medium,Yes,True,8,81,High,Yes,True,1,Medium,Medium,False,True,Negative,3,Yes,High School,0,Moderate,1,Male,62,1,1,2,1,1,-1,True
18,64,Low,Low,Yes,True,7,97,Low,Yes,True,2,Medium,Low,True,False,Neutral,4,No,College,1,Near,0,Male,62,0,0,0,1,0,0,False
18,77,Medium,Medium,Yes,True,6,95,High,Yes,True,0,Medium,High,True,False,Positive,2,No,Postgraduate,2,Moderate,1,Female,68,1,1,2,1,2,1,False
30,64,Medium,Medium,No,False,7,86,Low,Yes,True,1,Medium,Medium,True,False,Positive,3,No,Postgraduate,2,Far,2,Female,66,1,1,0,1,1,1,False
23,85,Low,High,Yes,True,8,60,High,Yes,True,2,Medium,Medium,False,True,Positive,1,Yes,College,1,Moderate,1,Female,68,0,2,2,1,1,1,True
18,66,Low,High,Yes,True,5,97,Medium,Yes,True,4,Medium,Medium,False,True,Neutral,4,No,High School,0,Moderate,1,Male,66,0,2,1,1,1,0,False
24,81,Low,Medium,Yes,True,6,61,Low,Yes,True,3,Medium,Medium,False,True,Positive,3,No,Postgraduate,2,Near,0,Male,69,0,1,0,1,1,1,False
18,60,Medium,Medium,Yes,True,5,69,Medium,Yes,True,0,Medium,Medium,False,True,Neutral,2,No,Postgraduate,2,Near,0,Female,62,1,1,1,1,1,0,False
27,73,Low,Medium,No,False,7,91,Medium,Yes,True,2,High,Medium,False,True,Neutral,4,No,College,1,Far,2,Female,68,0,1,1,2,1,0,False
22,87,Medium,Medium,No,False,8,60,Low,Yes,True,2,Medium,High,False,True,Negative,2,No,College,1,Moderate,1,Male,67,1,1,0,1,2,-1,False
19,79,Low,Medium,No,False,9,82,Medium,Yes,True,1,Low,Medium,True,False,Neutral,4,No,High School,0,Near,0,Male,65,0,1,1,0,1,0,False
23,99,Low,Medium,No,False,9,73,Medium,Yes,True,0,Low,Medium,False,True,Negative,4,No,College,1,Near,0,Male,69,0,1,1,0,1,-1,False
11,95,Medium,Medium,No,False,6,81,High,Yes,True,2,Low,Low,False,True,Positive,3,No,High School,0,Near,0,Male,67,1,1,2,0,0,1,False
13,74,Low,Low,Yes,True,7,98,High,Yes,True,0,Medium,Medium,False,True,Positive,3,No,Postgraduate,2,Near,0,Female,64,0,0,2,1,1,1,False
13,62,Low,Medium,Yes,True,6,90,Medium,No,False,3,High,High,True,False,Neutral,3,Yes,Postgraduate,2,Near,0,Female,62,0,1,1,2,2,0,True
21,94,Medium,Medium,Yes,True,9,65,Low,Yes,True,5,High,High,True,False,Neutral,3,Yes,High School,0,Near,0,Male,71,1,1,0,2,2,0,True
30,96,Medium,High,Yes,True,9,53,Medium,No,False,0,Medium,Medium,True,False,Neutral,3,No,High School,0,Near,0,Male,72,1,2,1,1,1,0,False
33,93,High,High,Yes,True,7,98,Low,Yes,True,0,Medium,Medium,False,True,Negative,2,Yes,High School,0,Near,0,Female,74,2,2,0,1,1,-1,True
24,65,Low,High,No,False,6,79,Low,Yes,True,1,Medium,High,False,True,Neutral,2,No,Postgraduate,2,Near,0,Male,66,0,2,0,1,2,0,False
23,100,High,Low,Yes,True,4,59,Medium,Yes,True,2,Medium,Medium,False,True,Positive,4,No,High School,0,Near,0,Female,72,2,0,1,1,1,1,False
9,70,High,Medium,No,False,5,81,Medium,Yes,True,1,High,High,True,False,Neutral,4,No,Postgraduate,2,Near,0,Female,65,2,1,1,2,2,0,False
17,89,High,Medium,Yes,True,4,52,High,Yes,True,0,Low,Medium,False,True,Positive,3,No,College,1,Far,2,Female,67,2,1,2,0,1,1,False
15,96,Medium,High,Yes,True,5,59,High,Yes,True,2,Medium,High,True,False,Neutral,2,No,High School,0,Near,0,Male,70,1,2,2,1,2,0,False
16,69,High,Medium,Yes,True,10,82,Medium,Yes,True,0,Low,High,False,True,Negative,1,Yes,High School,0,Moderate,1,Male,62,2,1,1,0,2,-1,True
19,96,Low,Low,Yes,True,5,70,High,Yes,True,0,Low,Medium,False,True,Positive,2,No,High School,0,Far,2,Male,66,0,0,2,0,1,1,False
17,72,Low,Medium,Yes,True,5,66,Medium,Yes,True,2,High,High,False,True,Negative,3,No,College,1,Near,0,Male,65,0,1,1,2,2,-1,False
8,99,Low,High,Yes,True,6,83,High,Yes,True,2,Medium,High,False,True,Positive,4,Yes,Postgraduate,2,Near,0,Male,70,0,2,2,1,2,1,True
24,71,High,High,Yes,True,10,93,Low,Yes,True,2,Medium,Medium,True,False,Positive,2,Yes,College,1,Near,0,Female,69,2,2,0,1,1,1,True
14,98,Medium,Medium,Yes,True,7,84,Low,Yes,True,3,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,70,1,1,0,2,1,0,False
21,62,High,High,No,False,8,73,Medium,Yes,True,2,High,Medium,True,False,Negative,2,No,College,1,Near,0,Female,66,2,2,1,2,1,-1,False
32,88,Medium,Low,Yes,True,7,83,Low,Yes,True,1,Low,High,True,False,Positive,4,No,Postgraduate,2,Near,0,Male,73,1,0,0,0,2,1,False
14,81,High,Medium,No,False,4,85,Low,Yes,True,3,Medium,High,False,True,Positive,4,No,Postgraduate,2,Moderate,1,Female,69,2,1,0,1,2,1,False
5,79,High,High,Yes,True,9,89,Low,Yes,True,3,Medium,Medium,True,False,Neutral,3,No,College,1,Near,0,Female,66,2,2,0,1,1,0,False
18,69,High,Medium,Yes,True,8,65,Medium,Yes,True,4,Medium,Medium,False,True,Neutral,4,No,High School,0,Far,2,Male,65,2,1,1,1,1,0,False
27,88,Medium,Low,No,False,7,56,High,Yes,True,2,Low,Medium,False,True,Neutral,4,No,Postgraduate,2,Near,0,Female,70,1,0,2,0,1,0,False
32,68,High,High,No,False,10,84,Medium,Yes,True,0,Medium,High,True,False,Positive,2,No,Postgraduate,2,Far,2,Male,70,2,2,1,1,2,1,False
13,82,High,Medium,No,False,6,56,High,Yes,True,2,Low,High,False,True,Neutral,4,No,Postgraduate,2,Near,0,Male,67,2,1,2,0,2,0,False
23,70,Medium,High,Yes,True,7,73,High,Yes,True,1,Low,Medium,True,False,Positive,3,No,Postgraduate,2,Near,0,Male,68,1,2,2,0,1,1,False
17,98,Medium,Low,Yes,True,6,62,Low,Yes,True,1,Medium,Medium,True,False,Neutral,2,No,College,1,Near,0,Female,68,1,0,0,1,1,0,False
19,61,High,Medium,No,False,9,67,Medium,Yes,True,0,Low,Medium,False,True,Negative,2,No,College,1,Far,2,Female,61,2,1,1,0,1,-1,False
36,68,Medium,Medium,Yes,True,8,74,High,Yes,True,2,Medium,Medium,False,True,Negative,3,No,High School,0,Near,0,Male,70,1,1,2,1,1,-1,False
11,70,High,High,No,False,7,95,High,Yes,True,0,Low,High,False,True,Negative,5,No,College,1,Moderate,1,Male,65,2,2,2,0,2,-1,False
22,77,Low,Medium,Yes,True,5,84,Medium,No,False,3,High,Medium,False,True,Positive,2,No,High School,0,Moderate,1,Male,66,0,1,1,2,1,1,False
23,69,Medium,Medium,Yes,True,6,59,Medium,Yes,True,3,High,Medium,False,True,Neutral,3,No,Postgraduate,2,Moderate,1,Male,67,1,1,1,2,1,0,False
27,80,Low,Low,Yes,True,5,94,High,Yes,True,3,High,Medium,False,True,Negative,3,No,High School,0,Near,0,Male,69,0,0,2,2,1,-1,False
21,95,Medium,High,No,False,9,75,Medium,Yes,True,1,Low,Medium,False,True,Neutral,2,No,College,1,Far,2,Male,69,1,2,1,0,1,0,False
22,88,Medium,Medium,Yes,True,5,60,Low,Yes,True,1,Low,Medium,False,True,Neutral,2,No,High School,0,Moderate,1,Male,67,1,1,0,0,1,0,False
18,83,High,Low,No,False,9,76,Medium,Yes,True,0,Medium,Low,True,False,Neutral,4,No,High School,0,Near,0,Female,66,2,0,1,1,0,0,False
22,64,Low,Medium,Yes,True,9,60,Medium,Yes,True,1,High,High,True,False,Neutral,2,No,High School,0,Near,0,Male,63,0,1,1,2,2,0,False
18,88,High,Medium,No,False,6,68,Low,Yes,True,0,Medium,High,False,True,Neutral,4,No,High School,0,Far,2,Female,67,2,1,0,1,2,0,False
24,67,High,Low,Yes,True,6,90,Medium,Yes,True,0,Low,Medium,False,True,Neutral,1,No,College,1,Far,2,Male,64,2,0,1,0,1,0,False
18,91,Medium,Low,No,False,6,83,Medium,Yes,True,2,Low,Medium,True,False,Neutral,4,No,High School,0,Near,0,Male,68,1,0,1,0,1,0,False
20,77,Medium,Low,No,False,9,61,Medium,Yes,True,2,Medium,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,65,1,0,1,1,1,0,False
27,74,Medium,Low,Yes,True,9,64,High,No,False,1,Low,Medium,False,True,Neutral,3,No,High School,0,Near,0,Male,65,1,0,2,0,1,0,False
20,94,Low,Medium,Yes,True,6,99,Medium,Yes,True,0,Medium,Medium,False,True,Negative,4,No,College,1,Near,0,Female,70,0,1,1,1,1,-1,False
9,65,Medium,High,Yes,True,9,67,Medium,Yes,True,1,High,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,62,1,2,1,2,1,0,False
28,83,High,Low,No,False,9,81,Medium,Yes,True,0,Low,Medium,False,True,Neutral,4,No,High School,0,Moderate,1,Male,68,2,0,1,0,1,0,False
15,66,Low,High,Yes,True,7,75,Low,Yes,True,0,High,High,False,True,Negative,3,No,College,1,Near,0,Male,62,0,2,0,2,2,-1,False
16,88,Medium,High,Yes,True,7,51,Medium,Yes,True,0,Medium,Medium,False,True,Positive,3,No,College,1,Near,0,Female,68,1,2,1,1,1,1,False
16,96,High,Medium,Yes,True,9,97,Medium,Yes,True,0,Medium,High,True,False,Neutral,5,No,College,1,Near,0,Male,72,2,1,1,1,2,0,False
28,77,High,Medium,Yes,True,9,54,Low,Yes,True,1,High,Medium,False,True,Positive,3,No,Postgraduate,2,Near,0,Female,70,2,1,0,2,1,1,False
7,80,High,Medium,No,False,9,83,Low,No,False,3,Medium,Medium,False,True,Neutral,3,No,High School,0,Far,2,Female,62,2,1,0,1,1,0,False
39,97,High,High,Yes,True,10,91,Medium,Yes,True,2,Low,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Female,79,2,2,1,0,1,1,False
26,81,Medium,High,Yes,True,8,87,Medium,Yes,True,2,High,High,False,True,Neutral,1,No,Postgraduate,2,Near,0,Male,73,1,2,1,2,2,0,False
21,80,High,High,Yes,True,7,90,High,Yes,True,1,Low,Low,False,True,Negative,2,No,College,1,Far,2,Male,68,2,2,2,0,0,-1,False
20,83,High,Medium,Yes,True,9,87,Low,Yes,True,0,High,Medium,False,True,Neutral,2,No,High School,0,Near,0,Male,68,2,1,0,2,1,0,False
22,88,Medium,Medium,Yes,True,10,72,Medium,Yes,True,2,Low,High,False,True,Neutral,2,No,High School,0,Moderate,1,Female,69,1,1,1,0,2,0,False
23,64,Medium,Low,Yes,True,6,95,High,Yes,True,1,Low,Medium,False,True,Positive,2,Yes,College,1,Far,2,Female,63,1,0,2,0,1,1,True
24,93,Medium,Medium,Yes,True,7,96,Medium,No,False,5,High,Medium,False,True,Negative,4,No,Postgraduate,2,Near,0,Female,74,1,1,1,2,1,-1,False
23,77,Medium,Medium,Yes,True,5,72,Medium,Yes,True,2,High,High,False,True,Negative,5,No,College,1,Moderate,1,Female,69,1,1,1,2,2,-1,False
21,63,Medium,Low,No,False,8,74,Medium,Yes,True,0,Low,Medium,False,True,Negative,3,No,High School,0,Near,0,Female,61,1,0,1,0,1,-1,False
19,91,Medium,Low,Yes,True,8,74,Low,Yes,True,4,Medium,Medium,False,True,Neutral,2,Yes,Postgraduate,2,Near,0,Female,69,1,0,0,1,1,0,True
19,75,Medium,Low,No,False,6,64,High,Yes,True,2,Low,Medium,False,True,Neutral,3,No,High School,0,Near,0,Female,64,1,0,2,0,1,0,False
19,64,Medium,Medium,Yes,True,9,56,Low,Yes,True,2,Low,Medium,False,True,Positive,4,No,Postgraduate,2,Far,2,Female,63,1,1,0,0,1,1,False
27,85,Low,High,No,False,6,63,Low,Yes,True,1,Low,Medium,False,True,Negative,2,No,College,1,Near,0,Male,68,0,2,0,0,1,-1,False
24,95,High,Medium,Yes,True,6,92,Medium,Yes,True,2,Low,Medium,False,True,Neutral,3,No,High School,0,Far,2,Male,72,2,1,1,0,1,0,False
24,98,Low,Low,No,False,6,93,Low,No,False,2,Low,Low,False,True,Positive,4,No,College,1,Near,0,Male,69,0,0,0,0,0,1,False
21,95,Medium,Low,No,False,5,87,Low,Yes,True,2,Medium,Medium,True,False,Neutral,4,No,High School,0,Near,0,Male,70,1,0,0,1,1,0,False
20,60,Medium,Medium,Yes,True,8,67,Low,Yes,True,1,Medium,Medium,False,True,Neutral,4,No,Postgraduate,2,Moderate,1,Female,63,1,1,0,1,1,0,False
18,75,Low,Medium,Yes,True,7,59,Low,Yes,True,0,Medium,Medium,False,True,Positive,2,Yes,High School,0,Near,0,Female,62,0,1,0,1,1,1,True
27,93,Medium,Medium,Yes,True,9,78,Low,Yes,True,1,Low,Medium,False,True,Positive,2,No,Postgraduate,2,Near,0,Female,72,1,1,0,0,1,1,False
26,75,High,High,No,False,8,97,Medium,Yes,True,1,Low,Medium,False,True,Neutral,4,No,High School,0,Far,2,Male,69,2,2,1,0,1,0,False
15,84,Medium,Medium,No,False,4,92,Low,Yes,True,2,Medium,Medium,False,True,Negative,3,No,High School,0,Moderate,1,Female,66,1,1,0,1,1,-1,False
22,84,Medium,Medium,Yes,True,9,88,Medium,Yes,True,2,Low,High,True,False,Neutral,4,No,Postgraduate,2,Near,0,Male,71,1,1,1,0,2,0,False
14,75,Low,Low,No,False,10,88,Medium,Yes,True,2,Low,Medium,True,False,Negative,3,No,College,1,Moderate,1,Female,62,0,0,1,0,1,-1,False
12,96,Medium,Low,Yes,True,9,76,Medium,Yes,True,2,Medium,High,False,True,Positive,2,No,High School,0,Near,0,Male,68,1,0,1,1,2,1,False
16,80,High,Low,No,False,9,58,Low,Yes,True,0,Medium,Medium,False,True,Neutral,2,No,High School,0,Near,0,Female,63,2,0,0,1,1,0,False
25,79,Medium,Medium,Yes,True,7,64,Medium,Yes,True,0,Low,Medium,False,True,Neutral,3,No,College,1,Far,2,Female,66,1,1,1,0,1,0,False
26,100,High,Medium,Yes,True,6,79,High,Yes,True,1,Medium,High,False,True,Positive,3,No,College,1,Moderate,1,Male,75,2,1,2,1,2,1,False
23,80,Medium,Low,Yes,True,7,66,High,Yes,True,1,High,High,True,False,Positive,4,No,College,1,Near,0,Female,69,1,0,2,2,2,1,False
24,67,High,Medium,No,False,8,89,Medium,Yes,True,2,High,Low,True,False,Positive,3,No,High School,0,Near,0,Female,68,2,1,1,2,0,1,False
23,81,High,Medium,No,False,8,69,Medium,Yes,True,5,Medium,Medium,False,True,Negative,2,No,High School,0,Moderate,1,Male,69,2,1,1,1,1,-1,False
16,93,High,Low,No,False,6,56,Medium,Yes,True,2,Low,Medium,False,True,Positive,4,No,High School,0,Near,0,Male,67,2,0,1,0,1,1,False
23,91,High,Medium,Yes,True,6,89,Medium,Yes,True,3,Medium,Medium,True,False,Negative,3,No,Postgraduate,2,Near,0,Male,73,2,1,1,1,1,-1,False
25,92,Medium,High,Yes,True,5,85,Low,Yes,True,1,Low,Medium,False,True,Negative,1,No,College,1,Near,0,Male,71,1,2,0,0,1,-1,False
25,88,High,Medium,Yes,True,8,63,Medium,Yes,True,2,High,Medium,False,True,Positive,3,No,High School,0,Moderate,1,Female,71,2,1,1,2,1,1,False
27,70,Medium,Medium,No,False,6,99,High,Yes,True,2,Low,Medium,True,False,Neutral,2,No,High School,0,Near,0,Female,68,1,1,2,0,1,0,False
24,94,High,Low,No,False,7,70,Medium,Yes,True,1,High,Medium,False,True,Neutral,1,No,High School,0,Near,0,Male,70,2,0,1,2,1,0,False
22,96,Low,High,Yes,True,10,84,Low,Yes,True,1,High,High,False,True,Negative,3,No,High School,0,Near,0,Male,71,0,2,0,2,2,-1,False
26,68,Medium,High,No,False,8,96,High,Yes,True,1,Medium,High,False,True,Neutral,2,No,High School,0,Near,0,Male,69,1,2,2,1,2,0,False
20,65,High,Medium,No,False,7,58,Medium,No,False,3,Low,Medium,True,False,Neutral,4,No,High School,0,Near,0,Male,63,2,1,1,0,1,0,False
15,99,Low,Medium,Yes,True,8,94,Medium,Yes,True,2,Medium,Medium,True,False,Neutral,3,No,Postgraduate,2,Near,0,Male,71,0,1,1,1,1,0,False
19,95,Medium,Medium,Yes,True,9,85,Medium,No,False,2,Low,Medium,False,True,Negative,3,No,College,1,Near,0,Male,69,1,1,1,0,1,-1,False
16,96,High,Medium,Yes,True,5,58,Medium,Yes,True,2,High,Low,False,True,Positive,5,No,Postgraduate,2,Moderate,1,Male,71,2,1,1,2,0,1,False
16,95,Medium,Low,No,False,6,83,Low,Yes,True,2,Low,High,True,False,Neutral,3,No,High School,0,Near,0,Female,68,1,0,0,0,2,0,False
19,82,Medium,Medium,No,False,7,94,Medium,Yes,True,1,Medium,Medium,False,True,Positive,3,No,High School,0,Near,0,Female,68,1,1,1,1,1,1,False
15,86,Medium,Low,No,False,6,90,Medium,Yes,True,0,Medium,High,False,True,Neutral,3,No,Postgraduate,2,Far,2,Male,66,1,0,1,1,2,0,False
18,82,Medium,Medium,No,False,7,88,Medium,Yes,True,3,Low,Medium,False,True,Negative,3,No,College,1,Moderate,1,Female,67,1,1,1,0,1,-1,False
9,62,Low,High,Yes,True,5,58,Low,Yes,True,0,Medium,High,True,False,Positive,5,No,College,1,Moderate,1,Female,59,0,2,0,1,2,1,False
21,90,Low,Medium,No,False,8,60,Medium,Yes,True,1,Low,Medium,False,True,Negative,2,No,College,1,Near,0,Female,66,0,1,1,0,1,-1,False
20,80,Low,Low,No,False,6,77,Low,Yes,True,0,Medium,High,True,False,Negative,3,No,High School,0,Near,0,Male,64,0,0,0,1,2,-1,False
15,86,Medium,Medium,No,False,7,79,Medium,Yes,True,1,Low,Medium,False,True,Neutral,3,Yes,High School,0,Moderate,1,Female,64,1,1,1,0,1,0,True
24,80,Medium,High,Yes,True,7,97,Medium,Yes,True,0,Low,High,True,False,Neutral,4,No,High School,0,Moderate,1,Female,69,1,2,1,0,2,0,False
